Date,High,Low,Open,Close,Avg,Volume
2020-02-13,22.65,22.4,22.55,22.6,22.52,1905410.0
2020-02-14,23.4,22.9,23.1,23.3,23.2,4395740.0
2020-02-17,23.9,23.25,23.4,23.8,23.64,6393370.0
2020-02-18,24.1,23.55,23.8,23.7,23.87,4268770.0
2020-02-19,23.7,23.45,23.6,23.65,23.55,2200690.0
2020-02-20,23.9,23.3,23.7,23.5,23.56,2950950.0
2020-02-21,23.7,23.1,23.4,23.1,23.39,3045880.0
2020-02-24,22.75,21.5,22.75,21.5,21.79,8183570.0
2020-02-25,22.25,20.8,21.0,22.2,21.59,3236900.0
2020-02-26,22.5,21.6,21.75,22.35,22.17,2243500.0
2020-02-27,22.75,22.2,22.35,22.75,22.52,3263030.0
2020-02-28,22.4,21.85,22.0,22.25,22.09,2433150.0
2020-03-02,22.65,22.1,22.4,22.5,22.39,2567350.0
2020-03-03,23.0,22.5,22.85,22.5,22.75,2605020.0
2020-03-04,22.6,22.2,22.35,22.55,22.34,1936620.0
2020-03-05,22.85,22.3,22.55,22.3,22.55,2099080.0
2020-03-06,22.2,21.8,22.2,22.05,21.97,8539920.0
2020-03-09,21.0,20.55,20.65,20.55,20.63,8961583.0
2020-03-10,21.0,20.1,20.4,20.7,20.52,12157860.0
2020-03-11,20.95,19.3,20.8,19.3,19.72,6126550.0
2020-03-12,18.5,17.95,18.0,17.95,18.0,5165160.0
2020-03-13,18.55,16.7,16.7,18.25,17.36,13136790.0
2020-03-16,18.25,17.2,18.25,17.45,17.63,6830950.0
2020-03-17,17.95,16.85,17.0,17.95,17.32,13648160.0
2020-03-18,18.2,17.7,18.1,17.95,17.91,18816520.0
2020-03-19,17.8,17.15,17.6,17.25,17.33,3436710.0
2020-03-20,17.5,17.15,17.45,17.35,17.32,2838140.0
2020-03-23,17.0,16.15,16.2,16.15,16.22,5752690.0
2020-03-24,16.5,16.0,16.5,16.1,16.16,3357000.0
2020-03-25,16.7,16.3,16.5,16.6,16.47,5100270.0
2020-03-26,16.6,16.1,16.6,16.1,16.23,17380990.0
2020-03-27,16.2,15.6,16.15,16.0,15.93,8427330.0
2020-03-30,15.5,14.9,15.1,14.9,14.99,3493730.0
2020-03-31,15.5,14.0,15.0,15.0,14.93,2748850.0
2020-04-01,15.6,14.35,15.0,15.5,15.27,29256480.0
2020-04-03,15.95,15.5,15.5,15.85,15.78,2133510.0
2020-04-06,16.95,16.1,16.2,16.95,16.74,5480870.0
2020-04-07,17.2,16.8,17.0,16.95,16.98,4539990.0
2020-04-08,16.8,16.3,16.8,16.7,16.58,1476800.0
2020-04-09,17.15,16.85,17.1,16.9,17.0,2269830.0
2020-04-10,16.95,16.65,16.7,16.75,16.8,1548900.0
2020-04-13,17.6,16.75,16.75,17.2,17.21,3550330.0
2020-04-14,17.35,16.9,17.35,17.15,17.12,1474850.0
2020-04-15,17.55,17.2,17.3,17.55,17.39,5625080.0
2020-04-16,17.55,17.2,17.5,17.55,17.4,2423150.0
2020-04-17,17.85,17.5,17.8,17.75,17.69,4660970.0
2020-04-20,17.95,17.5,17.9,17.7,17.68,3570390.0
2020-04-21,17.4,16.7,17.3,16.85,17.06,3045020.0
2020-04-22,17.2,16.25,16.25,16.9,16.78,1981950.0
2020-04-23,17.3,16.95,17.2,16.95,17.1,5445290.0
2020-04-24,17.15,16.9,17.1,17.1,17.03,851770.0
2020-04-27,17.25,17.0,17.1,17.05,17.08,2477054.0
2020-04-28,17.15,16.85,17.15,17.1,17.0,2354160.0
2020-04-29,17.55,17.0,17.1,17.2,17.31,3925010.0
2020-05-04,17.7,17.15,17.2,17.4,17.45,2418840.0
2020-05-05,17.6,17.35,17.5,17.4,17.41,1066000.0
2020-05-06,17.55,17.25,17.55,17.55,17.41,1675100.0
2020-05-07,17.7,17.45,17.55,17.7,17.57,2839540.0
2020-05-08,18.9,17.7,17.7,18.9,18.55,7760470.0
2020-05-11,20.2,19.35,19.5,20.2,19.88,6865680.0
2020-05-12,20.75,19.6,20.1,20.6,20.4,4916360.0
2020-05-13,20.7,19.8,20.3,20.6,20.25,4929740.0
2020-05-14,20.6,20.1,20.4,20.5,20.36,5339590.0
2020-05-15,20.6,20.0,20.6,20.25,20.24,3535080.0
2020-05-18,20.75,19.9,20.05,20.65,20.36,4869610.0
2020-05-19,21.4,20.95,21.35,21.3,21.25,4200930.0
2020-05-20,21.2,20.95,21.0,21.05,21.03,2059850.0
2020-05-21,22.0,20.85,21.05,22.0,21.43,3539410.0
2020-05-22,21.6,21.05,21.6,21.05,21.33,3672780.0
2020-05-25,21.3,20.95,21.1,21.05,21.08,2540930.0
2020-05-26,21.3,21.0,21.1,21.15,21.11,2830450.0
2020-05-27,21.4,20.9,21.2,20.9,21.11,2673490.0
2020-05-28,21.2,20.8,20.9,20.9,20.96,1840720.0
2020-05-29,20.95,20.7,20.85,20.7,20.8,1647960.0
2020-06-01,21.3,20.8,20.8,21.3,21.12,2688010.0
2020-06-02,21.5,21.1,21.5,21.15,21.31,5797750.0
2020-06-03,21.45,21.15,21.15,21.35,21.3,2138350.0
2020-06-04,21.45,21.2,21.4,21.2,21.31,2216760.0
2020-06-05,21.45,21.1,21.25,21.45,21.3,4779781.0
2020-06-08,21.9,21.55,21.55,21.7,21.76,12857860.0
2020-06-09,21.8,21.5,21.7,21.55,21.67,9702620.0
2020-06-10,21.95,21.25,21.35,21.85,21.66,2611700.0
2020-06-11,21.9,20.9,21.9,20.9,21.37,10090810.0
2020-06-12,21.25,20.5,20.6,21.15,20.85,3951790.0
2020-06-15,21.1,20.05,21.1,20.1,20.45,2367220.0
2020-06-16,20.6,20.3,20.5,20.6,20.46,19150560.0
2020-06-17,20.6,20.25,20.6,20.3,20.34,1673900.0
2020-06-18,20.45,20.2,20.3,20.2,20.3,12275970.0
2020-06-19,20.5,20.2,20.2,20.5,20.4,12175880.0
2020-06-22,20.95,20.5,20.95,20.75,20.69,1221740.0
2020-06-23,20.8,20.6,20.75,20.65,20.65,3191130.0
2020-06-24,20.75,20.4,20.7,20.5,20.58,1554400.0
2020-06-25,20.4,20.1,20.2,20.2,20.21,2460400.0
2020-06-26,20.5,20.15,20.5,20.35,20.27,706630.0
2020-06-29,20.1,19.6,20.0,19.65,19.79,3403500.0
2020-06-30,19.9,19.1,19.75,19.55,19.53,6290510.0
2020-07-01,19.9,19.45,19.5,19.8,19.58,751460.0
2020-07-02,19.95,19.5,19.95,19.75,19.68,6590010.0
2020-07-03,19.8,19.55,19.75,19.8,19.72,893390.0
2020-07-06,20.25,19.8,19.8,20.25,20.04,1877750.0
2020-07-07,20.4,20.2,20.3,20.25,20.29,3274910.0
2020-07-08,20.25,20.1,20.2,20.1,20.15,12571540.0
2020-07-09,20.95,20.1,20.25,20.95,20.61,3310910.0
2020-07-10,20.95,20.45,20.85,20.45,20.67,7798740.0
2020-07-13,20.8,20.0,20.8,20.3,20.39,1764919.0
2020-07-14,20.3,20.0,20.2,20.1,20.139,1809120.0
2020-07-15,20.75,20.3,20.3,20.6,20.57,1697190.0
2020-07-16,21.0,20.4,20.6,21.0,20.83,1662150.0
2020-07-17,20.8,20.55,20.7,20.6,20.67,6041950.0
2020-07-20,20.65,20.45,20.5,20.5,20.53,1164560.0
2020-07-21,20.55,20.3,20.5,20.5,20.43,818210.0
2020-07-22,20.6,20.25,20.6,20.25,20.36,14007170.0
2020-07-23,20.3,20.1,20.2,20.3,20.23,861140.0
2020-07-24,20.3,19.0,20.3,19.5,19.65,3766240.0
2020-07-27,19.2,18.15,19.1,18.15,18.63,3077650.0
2020-07-28,18.8,18.0,18.2,18.75,18.377,3333870.0
2020-07-29,18.4,17.5,18.3,18.15,17.91,1841250.0
2020-07-30,19.0,17.5,18.2,18.6,18.4,974910.0
2020-07-31,18.65,18.15,18.2,18.15,18.33,6344050.0
2020-08-03,18.6,18.15,18.25,18.6,18.48,1247760.0
2020-08-04,19.1,18.75,18.9,18.85,18.91,3746110.0
2020-08-05,19.45,18.7,18.9,19.45,19.1,11182640.0
2020-08-06,19.5,19.1,19.4,19.2,19.34,1860660.0
2020-08-07,19.35,19.05,19.3,19.15,19.17,981290.0
2020-08-10,19.7,19.3,19.3,19.4,19.55,4543670.0
2020-08-11,19.55,19.3,19.55,19.45,19.42,1334060.0
2020-08-12,19.7,19.45,19.45,19.65,19.58,1655530.0
2020-08-13,19.85,19.6,19.75,19.8,19.75,1684180.0
2020-08-14,20.2,19.65,19.8,19.8,19.98,2588850.0
2020-08-17,20.15,19.75,19.75,20.1,19.95,2972740.0
2020-08-18,20.2,20.0,20.1,20.05,20.11,7141280.0
2020-08-19,20.25,20.0,20.1,20.2,20.16,1132620.0
2020-08-20,20.25,19.85,20.2,20.0,20.05,3659990.0
2020-08-21,20.4,20.1,20.1,20.35,20.27,2817550.0
2020-08-24,21.0,20.5,20.75,20.95,20.83,2749740.0
2020-08-25,21.4,21.0,21.0,21.3,21.27,3775640.0
2020-08-26,21.3,21.0,21.2,21.1,21.19,2116830.0
2020-08-27,21.2,21.0,21.1,21.15,21.11,2328490.0
2020-08-28,21.85,21.25,21.3,21.6,21.57,5154230.0
2020-08-31,21.8,21.25,21.6,21.3,21.49,1793790.0
2020-09-01,21.7,21.1,21.3,21.7,21.38,3999350.0
2020-09-03,22.1,21.7,21.75,22.0,21.92,3408410.0
2020-09-04,21.9,21.7,21.7,21.85,21.79,3016910.0
2020-09-07,21.95,21.2,21.85,21.2,21.53,12648940.0
2020-09-08,21.5,21.05,21.35,21.5,21.24,7396240.0
2020-09-09,21.5,20.95,21.1,21.2,21.14,2762390.0
2020-09-10,21.6,21.3,21.3,21.45,21.44,1524900.0
2020-09-11,21.45,21.1,21.25,21.3,21.26,1261940.0
2020-09-14,21.55,21.3,21.3,21.5,21.45,6123530.0
2020-09-15,21.55,21.35,21.5,21.35,21.44,13751880.0
2020-09-16,21.45,21.25,21.35,21.4,21.35,1844880.0
2020-09-17,21.6,21.25,21.4,21.3,21.41,8654030.0
2020-09-18,21.8,21.35,21.4,21.8,21.65,19764120.0
2020-09-21,22.3,22.0,22.0,22.3,22.2,11605890.0
2020-09-22,22.45,22.05,22.2,22.35,22.28,3669840.0
2020-09-23,22.5,22.25,22.35,22.3,22.35,6286450.0
2020-09-24,22.45,22.1,22.25,22.45,22.28,10182080.0
2020-09-25,22.5,22.25,22.45,22.4,22.38,10922520.0
2020-09-28,23.0,22.25,22.35,22.85,22.67,21381240.0
2020-09-29,23.0,22.55,22.9,22.55,22.76,9473020.0
2020-09-30,22.6,22.3,22.55,22.6,22.46,2607980.0
2020-10-01,22.9,22.6,22.65,22.8,22.71,3895900.0
2020-10-02,23.0,22.35,22.9,22.55,22.56,4403480.0
2020-10-05,22.75,22.25,22.55,22.55,22.45,6380590.0
2020-10-06,22.75,22.2,22.7,22.4,22.34,6850730.0
2020-10-07,22.35,21.8,22.3,21.8,22.05,12159210.0
2020-10-08,22.0,21.35,21.9,21.35,21.56,16398900.0
2020-10-09,21.95,21.3,21.5,21.35,21.48,18022890.0
2020-10-12,21.85,21.2,21.7,21.2,21.45,15697730.0
2020-10-13,21.65,21.2,21.25,21.4,21.393,15195200.0
2020-10-14,22.85,21.6,21.6,22.85,22.652,74982921.0
2020-10-15,23.8,22.8,23.45,22.85,23.32,27280050.0
2020-10-16,23.3,22.6,22.9,22.65,22.91,36831390.0
2020-10-19,23.35,22.85,22.95,23.0,23.12,34756140.0
2020-10-20,24.15,23.0,23.0,23.9,23.757,35777020.0
2020-10-21,24.4,23.7,24.2,23.75,24.05,32546070.0
2020-10-22,24.0,23.5,23.7,23.95,23.72,24491990.0
2020-10-23,24.2,23.85,24.1,24.0,24.0,28485008.0
2020-10-26,24.95,23.35,24.4,23.35,24.35,24707670.0
2020-10-27,23.95,23.3,23.8,23.3,23.59,31195330.0
2020-10-28,23.45,22.4,23.3,22.4,22.86,38933939.0
2020-10-29,22.7,21.8,22.1,21.8,22.1,36149460.0
2020-10-30,22.25,21.35,22.1,21.35,21.71,29109760.0
2020-11-02,21.85,21.4,21.6,21.4,21.53,22943680.0
2020-11-03,22.45,21.65,21.8,22.0,21.99,28001750.0
2020-11-04,22.6,22.15,22.35,22.15,22.32,22027670.0
2020-11-05,22.35,21.8,22.15,21.8,22.01,20205660.0
2020-11-06,22.0,21.5,21.9,21.6,21.7,15498880.0
2020-11-09,22.2,21.8,21.85,22.05,22.0,17959900.0
2020-11-10,22.55,22.05,22.5,22.1,22.34,21280910.0
2020-11-11,22.4,22.0,22.2,22.0,22.15,15018190.0
2020-11-12,22.3,22.0,22.1,22.3,22.17,10771120.0
2020-11-13,23.15,22.4,22.4,23.0,22.79,22976970.0
2020-11-16,23.4,22.8,23.4,22.9,23.0,25236270.0
2020-11-17,23.35,22.85,23.0,23.35,23.04,17968260.0
2020-11-18,23.6,23.1,23.3,23.35,23.32,22760740.0
2020-11-19,23.6,23.2,23.35,23.4,23.38,16935520.0
2020-11-20,23.5,23.3,23.5,23.4,23.38,13796080.0
2020-11-23,23.65,23.1,23.4,23.6,23.34,17857230.0
2020-11-24,24.0,23.4,23.7,23.65,23.75,22530770.0
2020-11-25,23.95,23.55,23.95,23.6,23.72,14541890.0
2020-11-26,23.7,23.4,23.65,23.6,23.56,13091570.0
2020-11-27,23.9,23.55,23.6,23.7,23.69,17592530.0
2020-11-30,24.4,23.7,23.95,24.1,24.06,25379230.0
2020-12-01,24.5,23.65,23.8,24.5,24.0,22947760.0
2020-12-02,25.3,24.6,24.6,25.1,25.01,39835330.0
2020-12-03,25.5,25.0,25.1,25.0,25.13,20012250.0
2020-12-04,25.0,24.75,24.85,24.8,24.88,16757860.0
2020-12-07,25.2,24.8,24.8,25.05,24.99,13044510.0
2020-12-08,25.2,24.9,25.2,25.0,25.07,14341140.0
2020-12-09,25.9,25.05,25.1,25.75,25.59,19715470.0
2020-12-10,26.0,25.3,26.0,25.3,25.62,19333060.0
2020-12-11,25.65,25.05,25.3,25.65,25.39,14156670.0
2020-12-14,26.3,25.7,25.9,26.2,26.03,26371300.0
2020-12-15,26.35,25.95,26.1,26.15,26.17,17498420.0
2020-12-16,27.95,26.4,26.45,27.95,27.49,31958770.0
2020-12-17,29.35,27.95,28.0,28.35,28.63,29992380.0
2020-12-18,29.25,28.5,28.5,29.2,28.94,24075090.0
2020-12-21,29.9,29.1,29.5,29.4,29.57,29002010.0
2020-12-22,29.5,29.05,29.15,29.2,29.22,18842480.0
2020-12-23,29.25,28.5,29.2,28.7,28.85,22299373.0
2020-12-24,28.9,26.9,28.9,27.95,27.71,26106600.0
2020-12-25,29.6,27.7,27.95,29.55,28.69,18797140.0
2020-12-28,30.3,29.5,29.9,29.7,29.98,15787300.0
2020-12-29,29.9,29.5,29.65,29.75,29.75,13958770.0
2020-12-30,30.55,29.7,29.8,29.9,30.06,16629440.0
2020-12-31,31.75,29.9,29.95,31.5,30.63,16486510.0
